Link,Story_Line,Summary_Story_Line,Human_Edited
https://www.imdb.com/title/tt1736341/,"It was the age of Leonardo Da Vinci and Michelangelo, of enlightened creativity and unparalleled intellectual achievement. But it was also the age of Machievelli, of rampant lawlessness, incessant war, and unspeakable depravity. At the heart of the world order was the Vatican, the arbiter of conflicts between kingdoms and empires. And at the center of the Vatican was a man whose quest for power would propel him to seek the ultimate prize, the holy see of Rome. He was a man whose name would become synonymous with ruthlessness, and whose reign as Pope would be remembered as the most infamous chapter of the history of the Catholic church, Rodrigo Borgia. His four children -Juan, the oldest, a prideful, lazy, unscrupulous sexual predator, Cesare, a young man torn between a faith that was not his calling and his dark violent nature, Lucretia, a young girl discovering the secret power that a women's sexuality holds, and Goffredo, an innocent child who would come of age in a family riven by conflict, would provide Rodrigo with a challenge as great as the political maneuvering of his political and religious rivals. This show was a one hour dramatic series that chronicled the rise to power of this Spanish Cardinal and his clan, who sought to establish a dynasty that held sway over the entire world. Though a man of faith, Rodrigo was also in thrall to the pleasures of the flesh. Not only did he have to deal with the plotting and conspiracies of his fellow cardinals and the representatives of the great powers, but he was locked in a struggle to contain the bitter sibling rivalries that threatened to tear his family apart. This show was a cauldron of intrigue, violence, murder, lust, politics, faith, incest, betrayal, and redemption, a story as compelling and enlightening as the age in which it took place.","It was the age of Rome, the age of the Roman Empire.",
https://www.imdb.com/title/tt5489746/,A TV series where individuals share their perspectives of loved ones who performed horrific acts of crime,All images are copyrighted.,
https://www.imdb.com/title/tt3742988/,"Ajay Ghale was given a dying wish from his mother: Return her ashes to a place called Lakshmana in the mysterious Himalayan land of Kyrat. However, once he arrives, he's thrust into a civil war between the rebellious Golden Path and despotic, flamboyant king Pagan Min. As Ajay undertakes the duty his own father died in service of, he must destroy Min's forces in the south and north of Kyrat, on top of negotiating a dispute between the Golden Path leaders (Amita and Sabal), as they debate tradition versus progress, all the while fighting closer and closer to the mysterious Lakshmana. As Ajay, the player will navigate the hostile terrain of Kyrat freely. Destroy enemy outposts to gain a foothold in contested territory. Explore the otherworldly Shangri-La through the eyes of a legendary Kyrati warrior. Hunt for animals or assist the locals in retrieving hostages, or assassinate soldiers in Assassination and Eye for an Eye missions. Kyrat is Yours, Take it Back.","Kyrat is yours, take it back.",
https://www.imdb.com/title/tt3616916/,"Based on the fact that mountain pass Åkneset, located in the Geiranger fjord in Norway, one day will fall out and create a violent tsunami of over 80 meters that will crush everything in its path before it hits land in Greenland. A geologist gets caught in the middle of it and a race against time begins.",The film is based on a true story.,
https://www.imdb.com/title/tt0441881/,"South Vietnam, late afternoon on August 18, 1966 - for three and a half hours, in the pouring rain, amid the mud and shattered trees of a rubber plantation called Long Tan, Major Harry Smith and his dispersed company of 108 young and mostly inexperienced Australian and New Zealand soldiers are fighting for their lives, holding off an overwhelming enemy force of 2,500 battle hardened Main Force Viet Cong and North Vietnamese Army soldiers. With their ammunition running out, their casualties mounting and the enemy massing for a final assault each man begins to search for his own answer - and the strength to triumph over an uncertain future with honor, decency and courage. The Battle of Long Tan is one of the most savage and decisive engagements in ANZAC history, earning both the United States and South Vietnamese Presidential Unit Citations for gallantry along with many individual awards. But not before 18 Australians and more than 245 Vietnamese are killed.",This is the story of one of the most savage and decisive engagements in the history of the Vietnam War.,
https://www.imdb.com/title/tt2967224/,"Rose Cooper is an uptight and by-the-book cop whose name has become synonymous with screw-ups. She's given a chance to redeem herself one day when she is assigned to protect a federal witness, Daniella Riva, the vivacious and outgoing widow of a drug boss. As the two polar opposites race through Texas, they find themselves pursued by everyone from crooked cops to murderous gunmen. However, their greatest obstacle to making this out alive may be themselves as they learn that Cooper has now been considered a fugitive fleeing with Daniella.",Based on the best-selling novel of the same name by Kathryn Stockett.,
https://www.imdb.com/title/tt1666185/,"Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur. The film follows Shakur from his early days in New York City to his evolution into being one of the world's most recognized and influential voices before his untimely death at the age of 25. Against all odds, Shakur's raw talent, powerful lyrics and revolutionary mind-set propelled him into becoming a cultural icon whose legacy continues to grow long after his passing. ALL EYEZ ON ME stars Kat Graham, Lauren Cohan, Hill Harper, Jamal Woolard, Danai Gurira and Demetrius Shipp Jr. as Tupac Shakur.",All eyes will be on Tupac Shakur when his life story is told on the big screen for the first time.,
https://www.imdb.com/title/tt3289728/,A futuristic love story set in a world where emotions have been eradicated.,A love story set in a world where emotions have been eradicated.,
https://www.imdb.com/title/tt5969074/,A controversial dating series in which people see potential love interests whose naked bodies are gradually revealed to them. Then they must get naked themselves and choose.,A dating series in which people see potential love interests and naked bodies are gradually revealed to them.,
https://www.imdb.com/title/tt6599482/,A contemporary anthology series set around the globe featuring eight separate stories about people who believe themselves to be descendants of the Russian royal family.,All photographs  ⁇  BBC,
https://www.imdb.com/title/tt6106704/,"Seth Davenport appears to be a small town Iowa preacher, but he harbors ambitions of starting a full-blown insurrection against the status quo. But he is unaware that an industrialist tycoon has hired a deadly professional strikebreaker named Creeley Turner to stop that insurrection by any means necessary. And unknown to those around them, these two men share a secret bloody past.",Two men are at the heart of a deadly plot to overthrow the government of the United States.,
https://www.imdb.com/title/tt3319730/,"The incredible story of Donald Crowhurst , an amateur sailor who competed in the 1968 Sunday Times Golden Globe Race in the hope of becoming the first person in history to single-handedly circumnavigate the globe without stopping. With an unfinished boat and his business and house on the line, Donald leaves his wife, Clare and their children behind, hesitantly embarking on an adventure on his boat the Teignmouth Electron. The story of Crowhurst's dangerous solo voyage and the struggles he confronted on the epic journey while his family awaited his return is one of the most enduring mysteries of recent times.",One of the most enduring mysteries of recent times is the story of Donald Crowhurst's dangerous solo voyage and the struggles he confronted on the epic journey while his family awaited his return.,
https://www.imdb.com/title/tt2674454/,"June 1944. Allied Forces stand on the brink: a massive army is secretly assembled on the south coast of Britain, poised to re-take Nazi-occupied Europe. One man stands in their way: Winston Churchill. Behind the iconic figure and rousing speeches: a man who has faced political ridicule, military failure and a speech impediment. An impulsive, sometimes bullying personality - fearful, obsessive and hurting. Fearful of repeating, on his disastrous command, the mass slaughter of 1915, when hundreds of thousands of young men were cut down on the beaches of Gallipoli. Obsessed with fulfilling historical greatness: his destiny. Exhausted by years of war and plagued by depression, Churchill is a shadow of the hero who has resisted Hitler's Blitzkrieg. Should the D-Day landings fail, he is terrified he'll be remembered as an architect of carnage. Political opponents sharpen their knives. General Eisenhower and Field Marshal Montgomery are increasingly frustrated by Churchill's attempts to stop the invasion. King George VI must intervene. Only the support of Churchill's brilliant, yet exasperated wife Clementine can halt the Prime Minister's physical and mental collapse. The untold story of Britain's most celebrated leader, uncovering the true nature of Churchill's herculean war-time status and his vital relationship with ""Clemmie"" - his backbone and total confidant...the love that inspired him to greatness.","The untold story of Britain's most celebrated leader, uncovering the true nature of Winston Churchill's herculean war-time status and his vital relationship with ""Clemmie"" - his backbone and total confidant...the love that inspired him to greatness.",
https://www.imdb.com/title/tt1991564/,"When 14-year-old Leo's mom Tasha Dooley marries billionaire inventor Donald Davenport, he moves up in the world, but neither he nor his mom in their wildest dreams imagine that Leo will soon find three bionic super-powered teenagers - Adam, Bree and Chase - living within a secret lab beneath the inventor's expansive home. Now Leo has three older ""siblings"" to watch out for him while he introduces them to the outside world. School life and super-adventures await them all.",Teenage Mutant Ninja Turtles is the Eisner Award-winning animated feature film from Disney Pixar.,
https://www.imdb.com/title/tt9179616/,"1900s Vienna, a hot bed of philosophy, science and art, where a clash of cultures and ideas collide in the city's grand cafes and opera houses. Max Liebermann is a brilliant young English student of famed psychoanalyst Sigmund Freud. When Max comes into contact with Oskar Rheinhardt, a Detective Inspector struggling with a strange case, he agrees to help him investigate a series of unusual and disturbing murders.","Based on the best-selling novel of the same name, this is the story of a young English student who agrees to help a detective in Vienna solve a series of murders.",
https://www.imdb.com/title/tt5566790/,"An old version of humorist Douglas Kenney tells the story of how he and Henry Beard parleyed their success in their campus magazine, Harvard Lampoon, into the commercial magazine, National Lampoon. Drawing upon their checkered lives and an aggressively puckish sense of humor, the pair created a publication that would redefine American comedy with outrageous drollery that grabbed the zeitgeist of the decade that expanded across various media. Unfortunately, for all his success, Doug Kenney with his overhanging insecurities, ego and irresponsible appetites began to consume him until he alienates everyone who ever cared and supported him even as they imitated him. In the end, this iconoclastic funnyman would come to a tragedy that comes when your comedy doesn't have enough distance.",This is the story of one of America's most famous comedians.,
https://www.imdb.com/title/tt3289724/,"On April 8, 2000, aspiring artist Mark Hogancamp (Steve Carell) became a victim of a violent assault when five men beat him up and left him for dead. Following the attack, Mark was left with little to no memory of his previous life due to brain damage inflicted by his attackers. In a desperate attempt to regain his memories, Hogancamp constructs a miniature World War II village called Marwen in his yard to help in his recovery. Unfortunately, Mark's demons come back to haunt him when he's asked to testify against the five men that attacked him..","Watch the trailer for the film The Fighter, starring Steve Carell and Brad Pitt.",
https://www.imdb.com/title/tt4839610/,"Three brother bears awkwardly attempt to find their place in civilized society, whether they're looking for food, trying to make human friends, or scheming to become famous on the internet. Grizzly, Panda and Ice Bear stack atop one another when they leave their cave and explore the hipster environs of the San Francisco Bay Area, and it's clear the siblings have a lot to learn about a technologically driven world. By their side on many adventures are best friend Chloe (the only human character in the cast), fame-obsessed koala Nom Nom, and Charlie, aka Bigfoot.","If you've ever wondered what it's like to live in the real world, then you've come to the right place.",
https://www.imdb.com/title/tt5059406/,"Stained by the brutal death of a young woman, the tranquil and vacant New England mansion of the prolific horror authoress, Iris Blum, has become her silent prison. To take care of the ageing writer who suffers from chronic dementia, the property's manager hires the gentle and soft-spoken live-in hospice nurse, Lily Saylor; however, this is far from an ordinary job. Little by little, Lily's imagination will run wild, as shadowy sightings of eerie female spectres blur the frail boundaries between reality and fantasy, fable and truth. Iris has talked about man's coexistence with the spectral realm in her novels that chill the bone to the marrow. Could her secluded white house at the end of the road be an aerial limbo caught in the middle of life and death?",A gothic novel with a twist.,
https://www.imdb.com/title/tt0376136/,"Hard-drinking journalist Paul Kemp takes a job at a besieged newspaper in San Juan, Puerto Rico. His volatile editor, Lotterman, assigns him to tourist pieces and horoscopes, but promises more. Paul rooms with Sala, an aging and equally alcoholic reporter, in a rundown flat. Sanderson, a wealthy entrepreneur, hires Paul to flack for a group of investors who plan to buy an island near the capital and build a resort. Sanderson's girl-friend, the beguiling Chenault, bats her eyes at Paul. His loyalties face challenges when he and Sala get in trouble with locals, when a Carnival dance enrages Sanderson, and when the paper hits the skids. Is the solution always alcohol?","In his first novel in five years, British writer and journalist Nick Hornby tells the story of two journalists in Puerto Rico.",
https://www.imdb.com/title/tt1758692/,"Anna and Jacob fall instantly in love when they meet as students at an L.A. university. But Anna is British and when graduation approaches, Anna decides to stay and violate her student visa rather than returning to England. After a visit home, she is then unable to return to the United States. While fighting customs and immigration battles, Anna and Jacob must decide if their relationship is worth the distance and the hardship.",A love story set in Los Angeles and London.,
https://www.imdb.com/title/tt5194866/,"Following the failure of a relationship high-flying solicitor Jane Kennedy returns to the small Devon coastal town of Lighthaven, that she left when she was a teenager. She takes up the position of coroner investigating sudden, violent and suspicious deaths. Jane moves back, with her teenage daughter Beth to live with her mother. In her new role Jane must work alongside Davey Higgins, the boy who once broke her heart, who is now the local Detective Sergeant.",The second in the Jane Kennedy series is now available on Netflix.,
https://www.imdb.com/title/tt2910814/,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",A coming-of-age story set in a small town in Australia.,
https://www.imdb.com/title/tt4488724/,"The single-camera comedy series follows 14-year-old Harley Diaz as she maneuvers her way through the bustle of being a middle child in a family with six other siblings. The heartfelt and comedic stories of a big family find Harley devising creative ways to cope with - and stand out - in her family's busy suburban Massachusetts household. Her ingenuity often wins the day for the Diaz family, even with many different personalities living under one roof.",Awkwardness is back on the small screen with the return of the hit series Awkwardness.,
https://www.imdb.com/title/tt1622696/,"With his secret identity now revealed to the world, Ben Tennyson continues to fight evil as a superhero with the help of the newly acquired Ultimatrix.",The Amazing Spider-Man is back!,
https://www.imdb.com/title/tt2965466/,"From director Anthony DiBlasi comes a Manson inspired horror film centering around a transitioning police station. Officer Jessica Loren has been assigned to wait for a Hazmat team to pick up bio-hazardous waste from the station's armory. But unbeknownst to Jessica, cult Leader John Michael Paymon has haunted the department ever since he and two of this followers committed suicide a year ago to date. And now, Jessica is about to find out how dangerous they can be when she's left alone on this Last Shift.",Check out the trailer for Last Shift below.,
https://www.imdb.com/title/tt4682788/,"In 1981, Virginia Vallejo is a famous Colombia's journalist and TV news anchorwoman who is invited to a VIPs party in the ranch of Pablo Escobar, a low-born man who gained money and power with drug trafficking together his friends, turning them in the new generation of rich men of the country. Seduced by his charisma, Virginia starts a passionate love affair with Escobar despite he's a family man married with María Victoria. Along the 80's years, Escobar becomes famous in his try to better the life of the low-born people of Medellín and raising a politician carrier in the Colombia's congress, but Virginia starts to understand Escobar's real power controlling an empire of crime in Colombia and spreading his drug by all USA. It causes that the DEA's agent Shepard interests by his business and by Virginia, contacting her looking for a way to stop him. With the President Belisario Betancur allying with USA to stop Escobar and extradite him to judge outside Colombia, this last one starts a war in the country to eliminate all his enemies, politicians and non-politicians, unleashing his thirst for blood and his ambition to rule everything. Virginia, seeing as her carrier and her reputation are destroyed by Escobar, faces a extreme situation: to die at the hands of Escobar or by his enemies as an act of reprisal, or save herself helping Shepard to stop Escobar before he kills her.","Based on the true story of journalist Virginia Vallejo's love affair with Colombia's drug lord Pablo Escobar, the film tells the story of a journalist's struggle to save her life from the drug lord before he kills her.",
https://www.imdb.com/title/tt3340712/,"Character-driven drama, 19-2 revolves around the day-to-day life of two unwilling partners of the Montreal Police Department, Officers Nick Barron and Ben Chartier. These two beat cops patrol the urban sprawl of downtown's 19th district, in cruiser No. 2. 19-2 is about the tensions and bonds that develop between two incompatible men of very different temperaments and life experiences. Over time, Nick and Ben's mistrust and antagonism for each other give way to moments of mutual respect and a wavering chance at a true partnership. As Season 1 progresses, we also get to know the tight-knit squad of 19. We see friendship and enmity, loyalty and betrayal. The series delivers in portraying the unpredictability and fragility of the world of a beat cop through moments of life-threatening intensity to its characters, both on and off duty, cementing 19-2 as a powerful character study and a gripping police drama.","19-2 is a police drama set in Montreal, Canada.",
https://www.imdb.com/title/tt1560985/,"An American girl, Isabella, sets out to make a documentary to understand what happened to her mother who murdered three clergy people. She was not convicted due to insanity and was sent to a mental hospital in Italy. Isabella meets with some priests in Italy who explain that her mother's condition may not be medical, but could be an extra-human possession.","An American girl, Isabella, sets out to make a documentary to understand what happened to her mother who murdered three clergy people.",
https://www.imdb.com/title/tt4771108/,"Eight singles (out of thousands of applicants), chosen by clinical physiologist John Aiken, neuropsychotherapist Dr. Trisha Stratford and psychologist Sabina Read, come to find themselves looking for love on a TV show. Married at First Sight takes these eight singles, makes them four couples and has them meeting for the first time at the altar. These couples are not actually married for the show, yet do go through a commitment ceremony. This reality series is an experiment based on real life occurrences for these 'couples', as they go through an accelerated relationship cycle.",Married at First Sight is a new reality show on BBC One in the UK.,
https://www.imdb.com/title/tt1657517/,"Several years after his childhood friend, a violin prodigy, disappears on the eve of his first solo concert, an Englishman travels throughout Europe to find him.",The disappearance of a young violinist is the subject of a new film by acclaimed Italian director Luca Guadagnino.,
https://www.imdb.com/title/tt1083462/,"For three college guys, it's senior year and the co-ed experience has left them high and dry. Their solution: A road trip to Mardi Gras, where beautiful babes are happy to lift their shirts and open containers are always welcome. But after dressing in drag, breaking into Carmen Electra's hotel room, starring in a scandalous sex show and accidentally exploding a feces bomb in a swank hotel lobby, will the Mardi Gras magic kick in and their wildest fantasies come true?","New York's Mardi Gras is back, and this year it's bigger and bolder than ever before.",
https://www.imdb.com/title/tt1633356/,"When 7 college friends pack their swim suits for a weekend of fun-in-the-sun activities at their friend Sara's lake house, they think it will be the perfect vacation. But the tables immediately turn when the lead football star, Malik, gets his arm ripped off during a water skiing accident. While the friends are to believe his wound was a freak accident, they soon come to discover that there was a primal attack involving a shark. Now while they think that one shark is no problem, they soon come to the realization that 15 species of sharks are lurking in the water, and with no form of boat or transportation, and no signals for phone's, the group of seven now face a fate they would never imagine. They soon learn that they don't know who to trust or who to turn to for help!",Sharknado 2: The Second One is out now on DVD and Blu-ray.,
https://www.imdb.com/title/tt4558200/,"CROWN VIC takes us on one memorable night in the life of veteran patrol officer Ray Mandel and his trainee, ambitious rookie cop Nick Holland in LAPD's Olympic Division. With two cop killers on the loose and hunting for more targets, Mandel and Holland must contend with a city about to boil over, as well as Jack VanZandt, an unhinged rogue cop out for payback running wild in their patrol zone. As the night wears on, Mandel finds himself in a desperate race against the clock to find a missing girl as he and Holland prowl the dangerous streets of LA in their police car, protected by only a few thin sheets of metal and glass.","Based on the best-selling novel of the same name, CROWN VIC tells the story of two LAPD officers on the front line of the Los Angeles Police Department.",
https://www.imdb.com/title/tt0775440/,"When a strange signal pulsates through all cell phone networks worldwide, it starts a murderous epidemic of epic proportions when users become bloodthirsty creatures, and a group of people in New England are among the survivors to deal with the ensuing chaos after.",The Cell is a horror film written and directed by Guillermo del Toro.,
https://www.imdb.com/title/tt5238904/,Three friends making a web series about their town discover that their neighbors are being killed and replaced by creatures who are perfect copies of their victims.,Sci-fi adventure set in a post-apocalyptic world,
https://www.imdb.com/title/tt2401878/,"Michael Stone, an author that specializes in customer service, is a man who is unable to interact deeply with other people. His low sensitivity to excitement, and his lack of interest made him a man with a repetitive life on his own perspective. But, when he went on a business trip, he met a stranger - an extraordinary stranger, which slowly became a cure for his negative view on life that possibly will change his mundane life.","In our series of letters from African journalists, novelist and writer Michael Stone tells the story of his encounter with an extraordinary stranger.",
https://www.imdb.com/title/tt3598030/,"Set in Washington, D.C., the series follows K.C. Cooper, a high school math genius, who gets recruited by her parents after she discovers that they are secretly undercover spies working for an agency called The Organization. Her brother tries to help because he feels left out and eventually joins the team, and his desire leads his mother and father to get a new robot child. Each episode centers on K.C. and her family as they contend with common familial issues while also performing missions to save the country, with a recurring storyline involving thwarting the plans of a criminal organization.",Teenage Mutant Ninja Turtles is a sci-fi drama about a teenage girl who is recruited by her parents to be a spy.,
https://www.imdb.com/title/tt9769808/,"A live-action story of survival set in the world of Anthem (2019), decades before the events of the game.","A story of survival set in the world of Anthem, decades before the events of the game.",
https://www.imdb.com/title/tt2083383/,"Gus Lobel (Clint Eastwood) is a baseball scout. The team he works for thinks he should retire. He asks them to let him do one more scouting job to prove himself. His friend, Pete Klein (John Goodman), asks Gus' estranged daughter, Mickey (Amy Adams), if she could go with him to make sure he's okay as his eyes are failing. The doctor tells Gus he should get his eyes treated, but he insists on doing his scouting assignment, which takes him to North Carolina. Mickey decides to put her work on hold to go with him, and she wants him to explain why he pushed her away. While there, he runs into Johnny (Justin Timberlake), a scout from another team who was a promising player Gus once scouted. Johnny and Mickey take an interest in each other.",A baseball scout and his estranged daughter go on a scouting trip to North Carolina in this comedy from director Clint Eastwood.,
https://www.imdb.com/title/tt1741273/,"2002: Ray Kasten (Chiwetel Ejiofor) and Jess Cobb (Julia Roberts) are two investigators in a private police unit led by the DA. When they receive an anonymous tip about a girl raped and killed, they rush to the scene. Ray realizes it is Jess' daughter and the team falls apart due to the grief. In 2015, Ray comes back to LA, and says that after 13 years, he has found a lead and convinces the DA to reopen the case. They find clues and leads unknown to them, and secrets from the past come to light as they start discovering the real, chilling truth. Meanwhile, Jess, dissatisfied with the law, decides to take matters into her own hands and track down the killer, no matter what lengths she has to go to.",Based on the best-selling novel by Paula Hawkins and starring Chiwetel Ejiofor and Julia Roberts.,
https://www.imdb.com/title/tt4139124/,"Rell's life is changed forever when a cute kitten comes to his door, and he names it Keanu. Unfortunately, one weekend later, Keanu is abducted by persons unknown. Now Rell and his cousin, Clarence, are men on a mission to find Keanu against the odds. Unfortunately, those odds prove to be perilously high as they find Keanu in the care of the ruthless gangster, Cheddar, and he will only part with him for a price. Now for that cute kitten, these two middle class bumblers find themselves neck deep in a dangerous alien world of drugs and gang violence with only their desperate audacity, creativity and sheer dumb luck giving them a chance to survive.","Rell is a middle class, working class man who lives with his cousin, Clarence, and their pet kitten, Keanu.",
https://www.imdb.com/title/tt1738387/,"While investigating a series of murders, a homicide detective becomes the prime suspect when the FBI uncovers his close personal ties to all the victims.",A murder mystery unfolds on the streets of New York City.,
https://www.imdb.com/title/tt1389096/,"After 28 years, Val gets out of prison, and his friend Doc picks him up. The local mob boss, Claphands, wants Val dead (Claphands' son died in a robbery and he blames Val) and Doc has until morning to kill him. It's a long night: Val wants to party - they visit a cat house, Val needs Viagra, they break into a pharmacy. After midnight, they pick up Hirsch, their old wheelman, drive the city in a stolen car. They visit the cat house, help a woman in distress, bury a body, and eat at Doc's hangout, a café where the waitress, Alex, is cheerful. The sun rises, Claphands wants Val dead, and Val, who has figured out his fate, is resigned. Is there anything left to take care of?",A gangster drama set in a small Italian city in the 1980s.,
https://www.imdb.com/title/tt3007640/,"Each week, a new pair of total strangers are faced with the ultimate survival challenge: survive for 21 days together with no clothes or supplies in some of the most dangerous environments in the world. In addition to the landscape itself working against the duo, the local wildlife looks to prey on them as well. Of course, the biggest complication for any of the couples might end up being their own clashing egos.",Castaways is a new reality TV show that pits two strangers against each other in remote locations around the world.,
https://www.imdb.com/title/tt1613750/,"The Norwegian explorer Thor Heyerdahl crossed the Pacific Ocean in a balsawood raft in 1947, together with five men, to prove that South Americans back in pre-Columbian times could have crossed the ocean and settled on Polynesian islands. After financing the trips with loans and donations, they set off on an epic 101-day-long trip across 8000 kilometers, while the world was waiting for the result of the trip. The film tells about the origin of the idea, the preparations, and the events on the trip. The ""Kon-Tiki"" was named after the Inca sun god, Viracocha, and ""Kon-Tiki"" is an old name for this god. Heyerdahl filmed the expedition, which later became the Academy Award winning documentary in 1951, and he wrote a book about the expedition that was translated into 70 languages and sold more than 50 millions copies around the world. Heyerdahl believed that people from South America could have settled Polynesia in pre-Columbian times, although most anthropologists now believe they did not. Anyway he proved that it was possible by using only the materials and technologies available to those people at that time. The trip took 101 days over 4,300 miles across the Pacific Ocean before the ""Kon-Tiki"" crashed onto the dangerous reefs outside Raroia in the Tuamotu Islands on August 7, 1947. All crewmen survived, and the ""Kon-Tiki"" was taken back to Norway. She is now featured in the Kon-Tiki Museum.","The story of the ""Kon-Tiki"" expedition is told in a new film by the Norwegian National History Museum.",
https://www.imdb.com/title/tt7216636/,"Hazbin Hotel is the story of Charlie, the princess of Hell, as she pursues her seemingly impossible goal of rehabilitating demons to peacefully reduce overpopulation in her kingdom. She opens a hotel in hopes that patients will be ""checking out"" into Heaven. While most of Hell mocks her goal, her devoted partner Vaggie, and their first test subject, adult film-star Angel Dust, stick by her side. When a powerful entity known as the ""Radio Demon"" reaches out to Charlie to assist in her endeavors, her crazy dream is given a chance to become a reality.","The Hazbin Hotel is the story of Charlie, the princess of Hell, as she pursues her seemingly impossible goal of rehabilitating demons to peacefully reduce overpopulation in her kingdom.",
https://www.imdb.com/title/tt1291580/,"Scott Thorson, a young bisexual man raised in foster homes, is introduced to flamboyant entertainment giant Liberace and quickly finds himself in a romantic relationship with the legendary pianist. Swaddled in wealth and excess, Scott and Liberace have a long affair, one that Scott eventually begins to find suffocating. Kept away from the outside world by his flashily effeminate yet deeply closeted partner, and submitting to extreme makeovers and even plastic surgery at the behest of his lover, Scott eventually rebels. When Liberace finds himself a new lover, Scott is tossed onto the street. He then seeks legal redress for what he feels he has lost. But throughout, the bond between the young man and the star never completely tears.","Based on the true story of Liberace's long-running affair with his young lover, Scott Thorson.",
https://www.imdb.com/title/tt1586265/,"Five couples' intertwined lives are turned upside down by the challenges of impending parenthood. Over the moon about starting a family, TV fitness guru Jules and dance show star Evan find that their high-octane celebrity lives don't stand a chance against the surprise demands of pregnancy. Baby-crazy author and advocate Wendy gets a taste of her own militant mommy advice when pregnancy hormones ravage her body; while Wendy's husband, Gary, struggles not to be outdone by his competitive alpha-Dad, who's expecting twins with his much younger trophy wife, Skyler. Photographer Holly is prepared to travel the globe to adopt a child, but her husband Alex isn't so sure, and tries to quiet his panic by attending a ""dudes"" support group, where new fathers get to tell it like it really is. And rival food truck chefs Rosie and Marco's surprise hook-up results in an unexpected quandary: what to do when your first child comes before your first date?",Reality TV's hottest couples find out what it's really like to be a first-time parent in this new series from producers of Keeping Up with the Kardashians.,
https://www.imdb.com/title/tt2582576/,"A soldier enlists just before the 9/11. He is not a brave man--simply volunteering to defend freedom. Arriving in Iraq in 2003, just after the occupation of Bagdad, with a few soldiers of his infantry platoon, he is sent to provide water to a village whose infrastructure was destroyed. Simple things however, such as water transportation, water distribution and the reconstruction of the plumbing became a challenge in war environment.",The story is told through the eyes of an American soldier.,
https://www.imdb.com/title/tt2201548/,"Diana Watts is an English teacher at Westerbrook High School in Austin, Texas. A longtime and continuing undisclosed issue between her and her mother may be only one factor in Diana looking for love in the wrong place. That place is at school, as she has just embarked on a secret affair with one of her students, Eric Tull. This relationship is the most fulfilling she's had in quite some time. A few incidents and the first real close call in being caught leads to Diana calling off the affair several months in, as she finally comes to the understanding that being caught would certainly mean the end of her teaching career and her good reputation. This close time away from Eric also gives Diana the opportunity to look at their relationship through a slightly different perspective, with the old adage of absence making the heart grow fonder kicking in. As such, Diana gets torn between doing what she knows is the right thing by staying away from Eric, or listening to her troubled heart, her growing obsession and need for what she considers love which may make staying away from Eric difficult.",A secret affair between a high school teacher and one of her students is the focus of a new novel from award-winning author Lauren Child.,
https://www.imdb.com/title/tt2964642/,The everyday struggles of living in the secluded state of Alaska where one wrong decision could cost you your life.,All photographs courtesy of BBC,
https://www.imdb.com/title/tt6118426/,Christmas 1954. Wealthy philanthropist Rachel Argyll is murdered at her family estate Sunny Point. Her adopted son Jack Argyll is arrested for her murder. He vehemently protests his innocence.,The story of one of the most high-profile unsolved murders in British history.,
https://www.imdb.com/title/tt2490326/,"COOTIES is a horror comedy with unexpected laughs and unapologetic thrills. When a cafeteria food virus turns elementary school children into killer zombies, a group of misfit teachers must band together to escape the playground carnage. The film stars Elijah Wood (The Hobbit, Lord of the Rings), Rainn Wilson (""The Office""), and Alison Pill (""The Newsroom"") as teachers who fight to survive the mayhem while hilariously bickering in an uncomfortable love triangle on the worst Monday of their lives.","A group of misfit teachers must band together to save their school from a deadly zombie outbreak in the new film COOTIES, starring Elijah Wood, Rainn Wilson and Alison Pill.",
https://www.imdb.com/title/tt3647498/,"Self-exiled somewhere in the dusty landscapes on the outskirts of Los Angeles, John Link--a rugged former convict, and now, a tattoo artist struggling to stay sober--sees his quasi-orderly life turn upside down, when he receives a desperate phone call from his estranged daughter, Lydia. On the run from a ruthless Mexican drug cartel, John and Lydia must navigate through a dangerous world of frail allegiances and merciless cut-throats, as they seek shelter in an inhospitable city. Can the grizzled father save his teenage daughter from this nightmare?",Based on the best-selling novel of the same name by award-winning journalist and author Gabriel Garcia Marquez.,
https://www.imdb.com/title/tt2334649/,"This is the true story of Oscar, a 22-year-old Bay Area resident who wakes up on the morning of December 31, 2008 and feels something in the air. Not sure what it is, he takes it as a sign to get a head start on his resolutions: being a better son to his mother, whose birthday falls on New Year's Eve, being a better partner to his girlfriend, who he hasn't been completely honest with as of late, and being a better father to T, their beautiful 4 year old daughter. He starts out well, but as the day goes on, he realizes that change is not going to come easy. He crosses paths with friends, family, and strangers, each exchange showing us that there is much more to Oscar than meets the eye. But it would be his final encounter of the day, with police officers at the Fruitvale BART station that would shake the Bay Area to its very core, and cause the entire nation to be witnesses to the story of Oscar Grant.","Oscar Grant, the unarmed black man who was shot and killed by police at the Fruitvale BART station in Oakland, California, on New Year's Eve in 2008, is the subject of the new film, ""Fruitvale Station"".",
